"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Vehicle.Year"
"6657",1335817750,"39804JU","NY","COM","06/26/2013",78,"VAN","CHEVR","P",10,10,136,901326,"0136","0000","0300A","","NY","F","522","W 37TH ST","BBBBBBB","ALL","ALL","WHITE",2006
"6658",1335819289,"GBN3804","NY","PAS","06/26/2013",14,"SUBN","ME/BE","P",6,6,136,922907,"0136","0000","0811P","","NY","O","643","GREENWICH ST","BBBBBBB","ALL","ALL","BLACK",2004
"6659",1340852160,"48865LA","NY","OML","06/26/2013",14,"SUBN","FORD","T",13,13,2,100895,"0002","0000","0212A","","NY","F","462","1ST AVE","BBBBBBB","ALL","ALL","WHITE",2007
"6660",1343504673,"87495JV","NY","COM","06/26/2013",17,"DELV","MAZDA","P",18,18,420,905822,"0420","0000","0620A","","NY","F","309","W 50 ST","YYYYYYB","0700A","0700P","WT",2006
"6661",1343504685,"63069JM","NY","COM","06/26/2013",14,"DELV","GMC","P",18,18,420,905822,"0420","0000","0625P","","NY","F","888","8 AVE","BBYBBBB","ALL","ALL","BR",1988
"6662",1343504703,"63677JM","NY","COM","06/26/2013",14,"VAN","FORD","P",18,18,420,905822,"0420","0000","0642P","","NY","O","240","W 51 ST","YYYYYYY","ALL","ALL","BR",1997
"6663",1343504715,"41837JM","NY","COM","06/26/2013",37,"VAN","CHEVR","P",18,18,420,905822,"0420","0000","0622P","","NY","F","303","W 56 ST","YYYYYBB","0700A","0700P","WT",1994
"6664",1343504727,"98980MC","NY","COM","06/26/2013",37,"VAN","DODGE","P",18,18,420,905822,"0420","0000","0631P","","NY","F","1755","BWAY","YYYYYBB","0600P","0000A","WT",2005
"6665",1343504739,"41477JM","NY","COM","06/26/2013",37,"VAN","FORD","P",18,18,420,905822,"0420","0000","0637A","","NY","O","205","W 54 ST","YYYYYBB","0600P","0200A","WT",1988
"6666",1298399300,"GDU1963","NY","PAS","06/26/2013",40,"VAN","CHEVR","P",13,13,136,905652,"0136","0000","0740P","","NY","F","101","W 17TH ST","BBBBBBB","ALL","ALL","RED",1996
"6667",1348380317,"36903MD","NY","COM","06/26/2013",20,"DELV","","P",18,18,420,933475,"0420","0000","0918A","","NY","O","780","8 AVE","BBBBBBB","ALL","ALL","BW",0
"6668",1348390268,"XX760N","NJ","PAS","06/26/2013",16,"P-U","FORD","P",18,18,420,938251,"0420","0000","0519P","","NY","O","514","WEST 50TH STREET","YYYYYYB","0700A","0700P","BLK",0
"6669",1348390281,"85581AB","NY","COM","06/26/2013",16,"VAN","GMC","P",18,18,420,938251,"0420","0000","0530P","","NY","F","439","WEST 50TH STREET","YYYYYYB","0700A","0700P","GRAY",1992
"6670",1348390293,"44974MD","NY","COM","06/26/2013",16,"DELV","HINO","P",18,18,420,938251,"0420","0000","0533P","","NY","F","407","WEST 50TH STREET","YYYYYYB","0700A","0700P","WHITE",2008
"6671",1349115472,"98457JX","NY","COM","06/26/2013",40,"P-U","FORD","P",33,33,137,945300,"0137","0000","1124P","","NY","F","2268","AMSTERDAM AV","BBBBBBB","ALL","ALL","RED",2007
"6672",1349115540,"98457JX","NY","COM","06/26/2013",78,"P-U","FORD","P",33,33,137,945300,"0137","0000","1124P","","NY","F","2268","AMSTERDAM AV","BBBBBBB","ALL","ALL","RED",2001
"6675",1349801550,"XW922R","NJ","PAS","06/26/2013",78,"TRLR","NISSA","P",9,9,9,904784,"0009","0000","0250A","","NY","O","240","E 6 ST","BBBBBBB","ALL","ALL","WH",0
"6684",1351432825,"56716PA","NY","999","06/26/2013",46,"BUS","VAN H","P",5,5,5,926948,"0005","0000","1240P","","NY","O","21","DIVISION ST","BBBBBBB","ALL","ALL","WHITE",2006
"6685",1351437604,"YUA20A","NJ","PAS","06/26/2013",67,"SUBN","GMC","P",5,5,5,929402,"0005","0000","0856A","","NY","I","","N/S MARKET SLIP","BBBBBBB","ALL","ALL","GY",0
"6686",1351437616,"49757JG","NY","COM","06/26/2013",14,"DELV","GMC","P",5,5,5,929402,"0005","0000","0218P","","NY","F","19","BOWERY","BBBBBBB","ALL","ALL","BRN",0
"6687",1351437628,"55109MB","NY","COM","06/26/2013",14,"DELV","GMC","P",5,5,5,929402,"0005","0000","0225P","","NY","F","90","EAST BROADWAY","BBBBBBB","ALL","ALL","BRN",0
"6689",1351440846,"GES3154","NY","PAS","06/26/2013",20,"SUBN","FORD","P",5,5,5,945333,"0005","0000","0105A","","NY","O","78","CATHERINE","BBBBBBB","ALL","ALL","RED",1996
"6690",1351445583,"72437MA","NY","COM","06/26/2013",16,"VAN","FORD","P",5,5,5,936218,"0005","0000","0906A","","NY","O","2","MOTT STREET","YYYYYYY","ALL","ALL","BLUE",2011
"6691",1351447440,"62174MB","NY","COM","06/26/2013",20,"P-U","FORD","P",5,5,5,952228,"0005","0000","0439P","","NY","O","170","ELIZABETH ST","YYYYYBB","0800A","0600P","WH",2011
"6692",1351447452,"429RMY","CT","PAS","06/26/2013",20,"SUBN","DODGE","P",5,5,5,952229,"0005","0000","0525P","","NY","O","31","CROSBY ST","YYYYYBB","0800A","0600P","GRN",0
"6693",1351452101,"63614JM","NY","COM","06/26/2013",20,"VAN","GMC","P",5,5,5,949207,"0005","0000","0935A","","NY","F","108","CROSBY ST","BBBBBBB","ALL","ALL","BROWN",1988
"6694",1351452113,"33898MD","NY","COM","06/26/2013",20,"VAN","CHEVR","P",5,5,5,949207,"0005","0000","0937A","","NY","F","110","CROSBY ST","BBBBBBB","ALL","ALL","WHT",2008
"6695",1351452125,"47200JX","NY","COM","06/26/2013",20,"VAN","CHEVR","P",5,5,5,949207,"0005","0000","0939A","","NY","O","110","CROSBY AVE","BBBBBBB","ALL","ALL","BLUE",2008
"6696",1351452137,"52608JZ","NY","COM","06/26/2013",20,"VAN","FORD","P",5,5,5,949207,"0005","0000","0941A","","NY","F","126","CROSBY ST","BBBBBBB","ALL","ALL","BLUE",2002
"6697",1351452149,"92824JE","NY","COM","06/26/2013",20,"DELV","FRUEH","P",5,5,5,949207,"0005","0000","0943A","","NY","F","130","CROSBY ST","BBBBBBB","ALL","ALL","BROWN",2001
"6698",1351452150,"92613JU","NY","COM","06/26/2013",46,"VAN","WORK","P",5,5,5,949207,"0005","0000","1057A","","NY","F","198","CANAL ST","BBBBBBB","ALL","ALL","BROWN",2005
"6699",1351453531,"OYA3180","NJ","PAS","06/26/2013",14,"BUS","VAN H","P",5,5,5,950189,"0005","0000","0805A","","NY","F","195","WORTH ST","BBBBBBB","ALL","ALL","WHITE",0
"6700",1351454924,"41942JM","NY","COM","06/26/2013",14,"VAN","GMC","P",5,5,5,929453,"0005","0000","1105A","","NY","F","1","EAST BROADWAY","BBBBBBB","ALL","ALL","WH",1995
"6701",1351454936,"4F974","NY","999","06/26/2013",46,"SDN","TOYOT","P",5,5,5,929453,"0005","0000","1220P","","NY","F","118","BAXTER ST","BBBBBBB","ALL","ALL","YW",2012
"6702",1351455631,"82822","PA","PAS","06/26/2013",46,"BUS","VAN H","P",5,5,5,899652,"0005","0000","1147A","","NY","O","17","DIVISION","BBBBBBB","ALL","ALL","WH",0
"6704",1351455667,"49929JG","NY","COM","06/26/2013",45,"VAN","GMC","P",5,5,5,899692,"0005","0000","1203P","","NY","F","110","LAFAYETTE","BBBBBBB","ALL","ALL","BR",1990
"6705",1351470048,"ZTM7052","NC","PAS","06/26/2013",20,"VAN","PLYMO","P",5,5,5,944664,"0005","0000","0105A","","NY","O","78","CATHERINE ST","BBBBBBB","ALL","ALL","RED",0
"6706",1351470050,"GCG3757","NY","PAS","06/26/2013",20,"SDN","FORD","P",5,5,5,944664,"0005","0000","0117A","","NY","O","60","CATHERINE ST","BBBBBBB","ALL","ALL","BLK",1998
"6707",1351470139,"K686658","IL","PAS","06/26/2013",46,"SUBN","ACURA","P",5,5,5,927983,"0005","0000","1203P","","NY","O","25","MARK ST","BBBYBBB","ALL","ALL","GRAY",0
"6708",1351836973,"GCS1513","NY","PAS","06/26/2013",17,"SUBN","GMC","P",1,1,1,947411,"0001","0000","0148A","","NY","F","27","VANDAMN AVE","BBBBBBB","ALL","ALL","BLK",2013
"6709",1351836985,"61731MD","NY","COM","06/26/2013",78,"VAN","CHEVR","P",1,1,1,947411,"0001","0000","0143A","","NY","O","187","SPRING ST","BBBBBBB","ALL","ALL","WHT",1991
"6710",1351837000,"89253JW","NY","COM","06/26/2013",78,"VAN","FORD","P",1,1,1,947411,"0001","0000","1247A","","NY","F","49","WALKER ST","BBBBBBB","ALL","ALL","WHITE",2006
"6713",1351369295,"40956MC","NY","COM","06/26/2013",46,"DELV","","P",33,33,33,945993,"0033","0000","1117A","","NY","O","4151","BROADWAY","BBBBBBB","ALL","ALL","WHITE",0
"6714",1356481784,"JFR7004","PA","PAS","06/26/2013",40,"SDN","BMW","P",34,34,137,938851,"0137","0000","0140A","","NY","O","1505","ST NICHOLAS AVE","BBBBBBB","ALL","ALL","GY",2006
"6715",1356481796,"JGE6141","PA","PAS","06/26/2013",46,"SUBN","JEEP","P",34,34,137,938851,"0137","0000","0240A","","NY","O","1505","ST NICHOLAS AVE","BBBBBBB","ALL","ALL","BLUE",2005
"6716",1356917379,"XJ6565","NJ","PAS","06/26/2013",46,"","","P",33,33,33,935493,"0033","0000","0910A","","NY","O","3915","BROADWAY","BBBBBBB","ALL","ALL","WHITE",0
"6717",1356917392,"49281KA","NY","COM","06/26/2013",46,"VAN","FORD","P",77,77,77,975463,"0077","0000","1210A","","NY","F","710","W 168 ST","BBBBBBB","ALL","ALL","WHITE",2009
"6718",1356917409,"35413AB","NY","COM","06/26/2013",46,"DELV","WORKH","P",33,33,33,935493,"0033","0000","1224P","","NY","F","2201","AMSTERDAM","BBBBBBB","ALL","ALL","BROWN",2011
"6719",1355640520,"35790JX","NY","COM","06/26/2013",46,"DELV","MITSU","P",7,7,7,927636,"0007","0000","0935A","","NY","O","107","ESSEX ST","BBBBBBB","ALL","ALL","WHITE",2003
"6720",1355640556,"81745JN","NY","COM","06/26/2013",46,"DELV","MERCU","P",7,7,7,927636,"0007","0000","1030A","1000A","NY","O","60","COLUMBIA ST","BBBBBBB","ALL","ALL","GREEN",2004
"6721",1355640568,"55111MB","NY","COM","06/26/2013",46,"VAN","FRUEH","P",7,7,7,927636,"0007","0000","1031A","","NY","F","120","COLUMBIA ST","BBBBBBB","ALL","ALL","BROWN",2012
"6722",1355640570,"49721JG","NY","COM","06/26/2013",46,"VAN","MERCU","P",7,7,7,927636,"0007","0000","1040A","1010A","NY","F","45-55","PIKE ST","BBBBBBB","ALL","ALL","BROWN",1997
"6723",1355640581,"80005KA","NY","COM","06/26/2013",46,"VAN","CHEVR","P",7,7,7,927636,"0007","0000","1045A","1015A","NY","O","154","BROOME ST","BBBBBBB","ALL","ALL","WHITE",2005
"6724",1355640593,"89986JX","NY","COM","06/26/2013",46,"VAN","FORD","P",7,7,7,927636,"0007","0000","1047A","","NY","O","154","BROOME ST","BBBBBBB","ALL","ALL","WHITE",2008
"6725",1355890093,"T611729C","NY","SRF","06/26/2013",19,"SUBN","CHEVR","P",18,18,18,917506,"0018","0000","0625P","","NY","F","888","7TH AVE","BBBBBBB","ALL","ALL","BLK",2010
"6726",1355904997,"63122JM","NY","COM","06/26/2013",31,"VAN","GMC","P",18,18,18,907552,"0018","0000","0905A","","NY","F","23","EAST 51 ST","BBBBBBB","ALL","ALL","BROWN",1990
"6727",1355905011,"56234MD","NY","COM","06/26/2013",31,"VAN","FORD","P",18,18,18,907552,"0018","0000","1028A","","NY","F","11","EAST 51 ST","YBBBYBB","0700A","0600P","GREY",2008
"6728",1355905023,"5006MC","NY","COM","06/26/2013",31,"VAN","CHEVR","P",18,18,18,907552,"0018","0000","1115A","","NY","F","24","EAST 49 ST","YBBBYBB","0700A","0600P","WHT",2013
"6729",1355905035,"59174JW","NY","COM","06/26/2013",31,"SUBN","JEEP","P",18,18,18,907552,"0018","0000","1119A","","NY","F","24","EAST 49 ST","YBBBYBB","0700A","0600P","BLACK",2007
"6730",1355905047,"XM731N","NJ","PAS","06/26/2013",46,"DELV","ISUZU","P",18,18,18,907552,"0018","0000","1125A","","NY","O","455","MADISON AVE","BBBBBBB","ALL","ALL","WHT",0
"6732",1355827772,"49761JG","NY","COM","06/26/2013",20,"DELV","GMC","P",9,9,9,950352,"0009","0000","0443A","","NY","F","160","EAST 3RD","BBBBBBB","ALL","ALL","BROWN",0
"6734",1351260947,"AN562X","NJ","PAS","06/26/2013",14,"UTIL","FRUEH","X",18,18,18,925657,"0018","0000","0836A","","NY","O","120","W 46TH ST","BBBBBBB","ALL","ALL","",0
"6735",1351260923,"12406JG","NY","COM","06/26/2013",14,"DELV","MERCU","X",18,18,18,925657,"0018","0000","0833A","","NY","F","155","W 46TH ST","BBBBBBB","ALL","ALL","",0
"6736",1351256592,"17890JU","NY","COM","06/26/2013",20,"VAN","FORD","X",18,18,18,925657,"0018","0000","1250P","","NY","F","361","W 53RD ST","YYYYYYB","0800A","1200A","",0
"6737",1351256531,"16057TC","NY","IRP","06/26/2013",47,"DELV","KENWO","X",18,18,18,925657,"0018","0000","1125A","","NY","O","228","W 47TH ST","YYYYYYB","0700A","0700P","",0
"6738",1351256518,"AP656E","NJ","PAS","06/26/2013",98,"DELV","FRUEH","X",18,18,18,925657,"0018","0000","1006A","","NY","O","228","W 47TH ST","BBBBBBB","ALL","ALL","",0
"6739",1351256506,"AP656E","NJ","PAS","06/26/2013",14,"DELV","FRUEH","X",18,18,18,925657,"0018","0000","1006A","","NY","O","228","W 47TH ST","BBBBBBB","ALL","ALL","",0
"6740",1351256439,"17867MD","NY","COM","06/26/2013",14,"VAN","ISUZU","X",18,18,18,925657,"0018","0000","0938A","","NY","O","228","W 58TH ST","YYYYYYB","0700A","0700P","",0
"6741",1351256385,"AF37508","PA","PAS","06/26/2013",64,"DELV","MAZDA","X",18,18,18,925657,"0018","0000","0850A","","NY","F","935","8TH AVE","BBBBBBB","ALL","ALL","",0
"6742",1351256373,"AF37508","PA","PAS","06/26/2013",47,"DELV","FRUEH","X",18,18,18,925657,"0018","0000","0850A","","NY","F","935","8TH AVE","YYYYYYB","0700A","0700P","",0
"6743",1351256350,"16222TC","NY","TRC","06/26/2013",10,"TRAC","PETER","X",18,18,18,925657,"0018","0000","0844A","","NY","F","797","8TH AVE","BBBBBBB","ALL","ALL","",0
"6744",1351235977,"29403MD","NY","COM","06/26/2013",46,"VAN","FORD","X",18,18,18,945005,"0018","0000","0908A","","NY","F","456","W 44 ST","BBBBBBB","ALL","ALL","WHITE",2013
"6745",1355927754,"2470MD","NY","COM","06/26/2013",20,"VAN","FORD","P",18,18,18,933012,"0018","0000","0530A","","NY","F","314","W 56","YYYYYBB","0800A","0600P","WHITE",2013
"6747",1355886685,"17143PB","NY","IRP","06/26/2013",20,"BUS","CHEVR","P",18,18,18,929923,"0018","0000","1156A","","NY","O","530","W 55 ST","YYYYYBB","0800A","0700P","",0
"6748",1355885528,"20652JH","NY","COM","06/26/2013",47,"DELV","MERCU","P",18,18,18,932351,"0018","0000","0910A","","NY","F","837","7TH AVE","BBBBBBB","ALL","ALL","WHITE",2004
"6750",1351833868,"BLANKPLATE","99","999","06/26/2013",74,"MCY","VESPA","P",7,7,7,901890,"0007","0000","0950A","","NY","F","65","W BROADWAY","BBBBBBB","ALL","ALL","RD",2009
"6751",1351833856,"BLANKPLATE","99","999","06/26/2013",38,"MCY","VESPA","P",7,7,7,901890,"0007","0000","0950A","","NY","F","65","W BROADWAY","YYYYYYB","0800A","0700","RD",2009
"6752",1351831770,"CVJ2112","99","PAS","06/26/2013",17,"SUBN","HYUND","P",1,1,1,941776,"0001","0000","0117P","","NY","","","JP WARD ST","BBBBBBB","ALL","ALL","BL",2008
"6753",1348380305,"22919BB","NY","COM","06/26/2013",46,"DELV","","P",10,10,420,933475,"0420","0000","1119A","","NY","F","","42 ST","BBBBBBB","ALL","ALL","GRAY",0
"6754",1321343668,"AWF9628","NY","PAS","06/26/2013",21,"SDN","VOLKS","P",1,1,574,946805,"0574","0000","0227A","","NY","F","110","GREENWICH ST","BBYBBYB","0200A","0600A","BLACK",2012
"6756",1356945922,"91648MC","NY","COM","06/26/2013",46,"VAN","WRK","P",33,33,33,926024,"0033","0000","0944A","","NY","F","","C/O W 172 STREET","BBBBBBB","ALL","ALL","BRN",2012
"6758",1355927780,"41678JM","NY","COM","06/26/2013",20,"VAN","CHEVR","X",18,18,18,933012,"0018","0000","0950A","","NY","F","461","W 45","YYYYYBB","0800A","0600P","WHITE",1994
"6759",1355927778,"61037JX","NY","COM","06/26/2013",20,"VAN","DODGE","X",18,18,18,933012,"0018","0000","0942A","","NY","O","330","W 56","YYYYYBB","0800A","0600P","GY",2006
"6761",1355927742,"45374MD","NY","COM","06/26/2013",46,"DELV","FRUEH","X",18,18,18,933012,"0018","0000","0900A","","NY","F","301","W 55","BBBBBBB","ALL","ALL","WHITE",2007
"6763",1351838659,"58RT69","NY","MOT","06/26/2013",51,"MOTO","VESPA","P",1,1,1,947316,"0001","0000","1005A","","NY","F","15","TRINITY PLACE","BBBBBBB","ALL","ALL","WHITE",2009
"6764",1351838647,"48011MC","NY","COM","06/26/2013",14,"VAN","FRUEH","P",1,1,1,947316,"0001","0000","0822A","","NY","O","33","WHITEHALL ST","BBBBBBB","ALL","ALL","WHITE",2002
"6765",1351834526,"49931JG","NY","COM","06/26/2013",14,"VAN","GMC","P",1,1,1,933391,"0001","0000","1206P","","NY","O","260","W BWAY","BBBBBBB","ALL","ALL","BR",1988
"6767",1351834502,"80550JP","NY","COM","06/26/2013",14,"VAN","CHEVR","P",1,1,1,933391,"0001","0000","0240P","","NY","F","313","W BWAY","BBBBBBB","ALL","ALL","WH",1995
"6768",1351834332,"GAD3657","NY","PAS","06/26/2013",14,"SUBN","BMW","P",1,1,1,937544,"0001","0000","0125P","","NY","O","21","SOUTH END AVE","BBBBBBB","ALL","ALL","WH",2013
"6769",1351834320,"49904JG","NY","COM","06/26/2013",14,"DELV","","P",1,1,1,937544,"0001","0000","0115P","","NY","O","21","SOUTH END AVE","BBBBBBB","ALL","ALL","BR",1989
"6770",1351834319,"4N18H","NY","SRF","06/26/2013",50,"TAXI","","P",1,1,1,0,"0001","0000","0110P","","NY","O","","W/S SOUTH END AVE","BBBBBBB","ALL","ALL","YW",2011
"6771",1351834307,"T484693C","NY","SRF","06/26/2013",50,"SDN","FORD","P",1,1,1,937544,"0001","0000","0105P","","NY","","","S/S VESEY ST","BBBBBBB","ALL","ALL","BLK",2011
"6772",1351833870,"YMZ37C","NJ","PAS","06/26/2013",16,"SUBN","NISSA","P",7,7,7,901890,"0007","0000","1013A","","NY","F","42","BROADWAY","YYYYYBB","1000A","0400P","WH",0
"6773",1351831768,"49773JG","NY","COM","06/26/2013",14,"VAN","FR/LI","P",1,1,1,941776,"0001","0000","1252P","","NY","F","","MURRAY ST 75 FT","BBBBBBB","ALL","ALL","",1995
"6774",1351831756,"62935JM","NY","COM","06/26/2013",46,"VAN","MERCU","P",1,1,1,941776,"0001","0000","1249P","","NY","F","400","CHARLES ST","BBBBBBB","ALL","ALL","BROWN",1997
"6775",1351807225,"GFG1994","NY","PAS","06/26/2013",20,"VAN","FORD","P",1,1,1,946514,"0001","0000","1104A","","NY","F","2","WOOSTER STREET","YYYYYBB","0800A","0600P","BLUE",2003
"6776",1351260960,"69407MC","NY","COM","06/26/2013",98,"DELV","MERCU","P",18,18,18,925657,"0018","0000","0840A","","NY","O","228","W 47TH ST","BBBBBBB","ALL","ALL","",0
"6777",1351260959,"69407MC","NY","COM","06/26/2013",14,"DELV","MERCU","X",18,18,18,925657,"0018","0000","0840A","","NY","O","228","W 47TH ST","BBBBBBB","ALL","ALL","",0
"6778",1351260935,"44893MA","NY","COM","06/26/2013",14,"DELV","ISUZU","X",18,18,18,925657,"0018","0000","0834A","","NY","F","145","W 46TH ST","BBBBBBB","ALL","ALL","",0
"6779",1355625634,"67305MC","NY","COM","06/26/2013",20,"P-U","FORD","P",7,7,7,939783,"0007","0000","1105A","","NY","F","161","SUFFOLK ST","BBBBBBB","ALL","ALL","WH",2005
"6780",1355831672,"GFG1203","NY","PAS","06/26/2013",19,"SDN","LEXUS","P",9,9,9,906258,"0009","0000","0807A","","NY","O","47","1ST AVE","BBBBBBB","ALL","ALL","WHT",2007
"6781",1355831684,"XP171K","NJ","PAS","06/26/2013",19,"DELV","GMC","P",9,9,9,906258,"0009","0000","0840A","","NY","F","19","AVE D","BBBBBBB","ALL","ALL","GREY",0
"6782",1355831714,"756IYZ","FL","PAS","06/26/2013",19,"DELV","HINO","P",9,9,9,906258,"0009","0000","0955A","","NY","F","107","AVE D","BBBBBBB","ALL","ALL","WHT",0
"6783",1355831726,"41398MC","NY","COM","06/26/2013",20,"VAN","FORD","P",9,9,9,906258,"0009","0000","1041A","","NY","F","72","E 4 ST","YYYYYBB","0800A","0600P","WHT",2011
"6784",1355831738,"41725JV","NY","COM","06/26/2013",46,"DELV","MERCU","P",9,9,9,906258,"0009","0000","1102A","","NY","F","184","AVE C","BBBBBBB","ALL","ALL","WHT",2004
"6785",1355831740,"46515MC","NY","COM","06/26/2013",46,"VAN","DODGE","P",9,9,9,906258,"0009","0000","1128A","","NY","O","73","1ST AVE","BBBBBBB","ALL","ALL","WHT",2005
"6786",1355831763,"41725JV","NY","COM","06/26/2013",46,"DELV","MERCU","P",9,9,9,906258,"0009","0000","1143A","","NY","F","111","AVE C","BBBBBBB","ALL","ALL","WHT",2004
"6787",1355831775,"49572JM","NY","COM","06/26/2013",20,"VAN","GMC","P",9,9,9,906258,"0009","0000","1145A","","NY","F","84","AVE C","YYYYYYB","0700A","0700P","WHT",1998
"6788",1355831787,"92788JU","NY","COM","06/26/2013",20,"VAN","FRUEH","P",9,9,9,906258,"0009","0000","1146A","","NY","F","84","AVE C","YYYYYYB","0700A","0700P","BROWN",2006
"6789",1355831799,"59887JR","NY","COM","06/26/2013",14,"VAN","MERCU","P",9,9,9,906258,"0009","0000","1154A","","NY","F","207","E 3 ST","BBBBBBB","ALL","ALL","BROWN",1996
"6790",1355831829,"49951JG","NY","COM","06/26/2013",19,"VAN","FORD","P",9,9,4,906258,"0004","0000","0101P","","NY","F","80","AVE C","BBBBBBB","ALL","ALL","BROWN",0
"6791",1355633886,"89190MA","NY","SRF","06/26/2013",78,"P-U","FORD","P",7,7,7,950586,"0007","0000","0330A","","NY","","","C/O SUFFOLK","BBBBBBB","ALL","ALL","WHT",2004
"6792",1355633898,"82250AR","NY","COM","06/26/2013",78,"VAN","DODGE","P",7,7,7,950586,"0007","0000","0350A","","NY","O","265","HENRY ST","BBBBBBB","ALL","ALL","WHT",0
"6793",1355635421,"49784JG","NY","COM","06/26/2013",20,"DELV","GMC","P",7,7,7,927179,"0007","0000","1015A","","NY","F","130","ORCHARD ST","YYYYYYB","0700A","0700","BN",1987
"6795",1355639852,"49763JG","NY","COM","06/26/2013",20,"VAN","MERCU","P",7,7,7,925798,"0007","0000","0650P","","NY","O","134","LUDLOW ST","YYYYYYY","ALL","ALL","BR",2002
"6797",1348390270,"BCZX96","FL","PAS","06/26/2013",16,"SUBN","HONDA","P",18,18,420,938251,"0420","0000","0525P","","NY","F","449","WEST 50TH STREET","YYYYYYB","0700A","0700P","GRAY",0
"6798",1335817761,"2RJ116","OK","PAS","06/26/2013",78,"VAN","FORD","P",10,10,136,901326,"0136","0000","0305A","","NY","O","555","W 35TH ST","BBBBBBB","ALL","ALL","WHITE",0
"6799",1335817773,"2RJ116","OK","PAS","06/26/2013",41,"VAN","FORD","P",10,10,136,901326,"0136","0000","0305A","","NY","O","555","W 35TH ST","BBBBBBB","ALL","ALL","WHITE",0
"6800",1335819290,"BMG507","FL","PAS","06/26/2013",40,"SUBN","ROVER","P",6,6,136,922907,"0136","0000","1000P","","NY","F","16","BETHUNE ST","BBBBBBB","ALL","ALL","GRAY",0
"6801",1335821843,"2PX424","OK","PAS","06/26/2013",78,"DELV","GMC","P",10,10,136,922649,"0136","0000","0254A","","NY","O","555","W 35 ST","BBBBBBB","ALL","ALL","WHITE",0
"6802",1351437847,"ERR6060","NY","PAS","06/26/2013",31,"SDN","HONDA","P",5,5,5,924063,"0005","0000","0435P","","NY","O","6","BAXTER ST","YYYYYBB","0700A","0700P","GRAY",2012
"6803",1351440834,"DVT4304","NY","PAS","06/26/2013",20,"SDN","CHRYS","P",5,5,5,945333,"0005","0000","0112A","","NY","O","78","CATHERINE","BBBBBBB","ALL","ALL","TAN",2006
"6804",1351453087,"FSS3122","NY","PAS","06/26/2013",71,"SDN","NISSA","P",5,5,5,950197,"0005","0000","0300A","","NY","F","41","MADISON ST","BBBBBBB","ALL","ALL","TN",2002
"6809",1351455606,"21066PC","99","OMR","06/26/2013",19,"BUS","VAHO","P",5,5,5,899650,"0005","0000","1131A","","NY","F","22","BOWERY","BBBBBBB","ALL","ALL","WH",2005
"6810",1351455618,"BN02299","PA","PAS","06/26/2013",19,"BUS","MCI","P",5,5,5,894680,"0005","0000","1140A","","NY","F","11","ALLEN ST","BBBBBBB","ALL","ALL","WH",0
